"ticker","transaction","cost_share","number_shares","total_value","datetime","date","time"
"PGNY","Sale","25.50","213","5,432","Dec 04 04:17 PM",2025-12-04,16:17:00
"OSCR","Sale","16.59","23,965","397,579","Dec 04 04:17 PM",2025-12-04,16:17:00
"SLDB","Sale","5.11","2,701","13,802","Dec 04 04:17 PM",2025-12-04,16:17:00
"OSCR","Sale","16.59","7,338","121,737","Dec 04 04:17 PM",2025-12-04,16:17:00
"OSCR","Sale","16.59","25,135","416,990","Dec 04 04:16 PM",2025-12-04,16:16:00
"OSCR","Sale","16.59","4,149","68,832","Dec 04 04:16 PM",2025-12-04,16:16:00
"GDYN","Sale","9.00","10,000","90,000","Dec 04 04:16 PM",2025-12-04,16:16:00
"TTAN","Sale","90.05","833","75,012","Dec 04 04:16 PM",2025-12-04,16:16:00
"TTAN","Sale","92.79","833","77,294","Dec 04 04:16 PM",2025-12-04,16:16:00
"GNW","Sale","8.64","40,000","345,600","Dec 04 04:15 PM",2025-12-04,16:15:00
"SPT","Sale","10.21","10,291","105,051","Dec 04 04:15 PM",2025-12-04,16:15:00
"FROG","Sale","60.93","14,160","862,769","Dec 04 04:15 PM",2025-12-04,16:15:00
"FROG","Sale","60.93","28,515","1,737,419","Dec 04 04:15 PM",2025-12-04,16:15:00
"FROG","Sale","60.93","3,652","222,516","Dec 04 04:15 PM",2025-12-04,16:15:00
"FROG","Sale","60.80","3,439","209,091","Dec 04 04:15 PM",2025-12-04,16:15:00
"FROG","Sale","61.03","12,500","762,875","Dec 04 04:15 PM",2025-12-04,16:15:00
"FROG","Sale","60.09","1,368","82,203","Dec 04 04:15 PM",2025-12-04,16:15:00
"SERV","Proposed Sale","13.05","7,500","97,840","Dec 04 04:14 PM",2025-12-04,16:14:00
"BBNX","Proposed Sale","29.34","3,278","96,163","Dec 04 04:14 PM",2025-12-04,16:14:00
"INDB","Sale","74.11","2,000","148,226","Dec 04 04:14 PM",2025-12-04,16:14:00
"NBIX","Sale","152.61","15,000","2,289,082","Dec 04 04:14 PM",2025-12-04,16:14:00
"RGLD","Sale","202.23","970","196,163","Dec 04 04:14 PM",2025-12-04,16:14:00
"FIX","Proposed Sale","996.00","1,000","996,000","Dec 04 04:13 PM",2025-12-04,16:13:00
"BBNX","Proposed Sale","29.34","1,063","31,184","Dec 04 04:12 PM",2025-12-04,16:12:00
"TTWO","Sale","248.11","1,612","399,953","Dec 04 04:12 PM",2025-12-04,16:12:00
"SLAB","Proposed Sale","140.17","4,246","595,154","Dec 04 04:11 PM",2025-12-04,16:11:00
"SNA","Proposed Sale","348.27","2,000","696,536","Dec 04 04:11 PM",2025-12-04,16:11:00
"KN","Proposed Sale","23.50","25,000","587,500","Dec 04 04:11 PM",2025-12-04,16:11:00
"BBNX","Proposed Sale","29.34","1,427","41,862","Dec 04 04:11 PM",2025-12-04,16:11:00
"SAIA","Sale","314.43","1,000","314,428","Dec 04 04:11 PM",2025-12-04,16:11:00
"TTWO","Sale","248.11","1,107","274,658","Dec 04 04:10 PM",2025-12-04,16:10:00
"PGY","Sale","23.15","8,442","195,432","Dec 04 04:10 PM",2025-12-04,16:10:00
"ACMR","Proposed Sale","33.58","8,750","293,856","Dec 04 04:10 PM",2025-12-04,16:10:00
"VIAV","Sale","17.10","35,004","598,568","Dec 04 04:08 PM",2025-12-04,16:08:00
"VIAV","Sale","17.60","38,438","676,509","Dec 04 04:08 PM",2025-12-04,16:08:00
"MTSI","Proposed Sale","190.00","2,291","435,290","Dec 04 04:08 PM",2025-12-04,16:08:00
"MAZE","Proposed Sale","42.54","10,000","425,423","Dec 04 04:08 PM",2025-12-04,16:08:00
"HCAT","Proposed Sale","2.67","47,997","128,344","Dec 04 04:08 PM",2025-12-04,16:08:00
"EBAY","Sale","82.60","7,221","596,482","Dec 04 04:08 PM",2025-12-04,16:08:00
"EBAY","Sale","82.68","7,221","597,005","Dec 04 04:08 PM",2025-12-04,16:08:00
"RKT","Sale","20.21","2,500","50,536","Dec 04 04:08 PM",2025-12-04,16:08:00
"RKT","Sale","19.98","2,500","49,948","Dec 04 04:08 PM",2025-12-04,16:08:00
"CSTL","Sale","39.23","2,678","105,058","Dec 04 04:08 PM",2025-12-04,16:08:00
"VIAV","Proposed Sale","17.60","38,438","676,520","Dec 04 04:07 PM",2025-12-04,16:07:00
"SPH","Sale","19.31","10,000","193,100","Dec 04 04:07 PM",2025-12-04,16:07:00
"ACMR","Proposed Sale","34.12","60,000","2,047,410","Dec 04 04:07 PM",2025-12-04,16:07:00
"WDC","Proposed Sale","160.08","2,000","320,165","Dec 04 04:07 PM",2025-12-04,16:07:00
"RGLD","Proposed Sale","202.23","970","196,158","Dec 04 04:07 PM",2025-12-04,16:07:00
"WAB","Proposed Sale","214.51","2,019","433,089","Dec 04 04:06 PM",2025-12-04,16:06:00
"BIRD","Sale","4.87","1,837","8,948","Dec 04 04:06 PM",2025-12-04,16:06:00
"RIVN","Proposed Sale","18.00","8,039","144,702","Dec 04 04:06 PM",2025-12-04,16:06:00
"WWD","Proposed Sale","300.75","7,000","2,105,272","Dec 04 04:06 PM",2025-12-04,16:06:00
"AEIS","Proposed Sale","210.33","2,257","474,715","Dec 04 04:06 PM",2025-12-04,16:06:00
"ON","Proposed Sale","55.72","21,000","1,170,057","Dec 04 04:05 PM",2025-12-04,16:05:00
"VERA","Sale","40.00","10,000","400,000","Dec 04 04:05 PM",2025-12-04,16:05:00
"HP","Sale","30.23","6,681","201,967","Dec 04 04:05 PM",2025-12-04,16:05:00
"VCEL","Sale","39.14","1,652","64,659","Dec 04 04:05 PM",2025-12-04,16:05:00
"VCEL","Sale","37.97","2,500","94,925","Dec 04 04:05 PM",2025-12-04,16:05:00
"VCEL","Sale","37.83","2,500","94,575","Dec 04 04:05 PM",2025-12-04,16:05:00
"INSP","Sale","139.00","1,200","166,800","Dec 04 04:05 PM",2025-12-04,16:05:00
"ABNB","Sale","120.03","5,162","619,572","Dec 04 04:05 PM",2025-12-04,16:05:00
"TXRH","Proposed Sale","167.27","1,000","167,270","Dec 04 04:04 PM",2025-12-04,16:04:00
"FN","Proposed Sale","472.00","500","236,000","Dec 04 04:04 PM",2025-12-04,16:04:00
"AMCR","Sale","8.44","4,148","35,005","Dec 04 04:04 PM",2025-12-04,16:04:00
"CLDX","Proposed Sale","29.10","4,166","121,210","Dec 04 04:04 PM",2025-12-04,16:04:00
"BOX","Proposed Sale","32.41","2,500","81,025","Dec 04 04:03 PM",2025-12-04,16:03:00
"BIRD","Sale","4.87","4,384","21,334","Dec 04 04:03 PM",2025-12-04,16:03:00
"KALV","Sale","13.45","3,813","51,289","Dec 04 04:02 PM",2025-12-04,16:02:00
"AMCR","Sale","8.44","6,058","51,123","Dec 04 04:02 PM",2025-12-04,16:02:00
"SPT","Sale","10.21","3,550","36,238","Dec 04 04:02 PM",2025-12-04,16:02:00
"SPT","Sale","10.22","4,500","45,990","Dec 04 04:02 PM",2025-12-04,16:02:00
"NGS","Proposed Sale","32.12","20,000","642,400","Dec 04 04:00 PM",2025-12-04,16:00:00
"MNSB","Sale","19.86","8,721","173,199","Dec 04 03:57 PM",2025-12-04,15:57:00
"MNSB","Sale","19.50","1,050","20,475","Dec 04 03:57 PM",2025-12-04,15:57:00
"ERII","Proposed Sale","14.95","15,000","224,240","Dec 04 03:41 PM",2025-12-04,15:41:00
"SNSE","Proposed Sale","8.71","21,222","184,843","Dec 04 03:41 PM",2025-12-04,15:41:00
"CSAI","Sale","1.07","25,000","26,750","Dec 04 03:34 PM",2025-12-04,15:34:00
"CSAI","Sale","1.05","25,000","26,250","Dec 04 03:34 PM",2025-12-04,15:34:00
"UTHR","Proposed Sale","480.01","4,000","1,920,043","Dec 04 03:30 PM",2025-12-04,15:30:00
"LIF","Proposed Sale","76.24","19,442","1,482,328","Dec 04 03:20 PM",2025-12-04,15:20:00
"LSCC","Sale","74.93","2,593","194,293","Dec 04 03:20 PM",2025-12-04,15:20:00
"MOG-A","Proposed Sale","222.22","9,000","2,000,000","Dec 04 03:10 PM",2025-12-04,15:10:00
"WSBC","Sale","33.37","752","25,094","Dec 04 03:09 PM",2025-12-04,15:09:00
"MTSI","Sale","180.00","4,171","750,780","Dec 04 02:59 PM",2025-12-04,14:59:00
"MTSI","Sale","180.06","95,829","17,254,970","Dec 04 02:59 PM",2025-12-04,14:59:00
"BF-A","Proposed Sale","31.00","42,495","1,317,345","Dec 04 02:58 PM",2025-12-04,14:58:00
"BF-B","Proposed Sale","31.00","42,495","1,317,345","Dec 04 02:58 PM",2025-12-04,14:58:00
"ASB","Sale","25.79","3,327","85,804","Dec 04 02:44 PM",2025-12-04,14:44:00
"AXTI","Proposed Sale","12.05","35,000","421,652","Dec 04 02:40 PM",2025-12-04,14:40:00
"SNCY","Sale","13.95","623","8,691","Dec 04 02:33 PM",2025-12-04,14:33:00
"BF-A","Proposed Sale","30.97","4,785","148,185","Dec 04 02:27 PM",2025-12-04,14:27:00
"BF-B","Proposed Sale","30.97","4,785","148,185","Dec 04 02:27 PM",2025-12-04,14:27:00
"OGS","Proposed Sale","79.33","3,000","237,990","Dec 04 02:20 PM",2025-12-04,14:20:00
"CBLL","Sale","16.67","827","13,786","Dec 04 02:16 PM",2025-12-04,14:16:00
"BR","Sale","229.26","10,214","2,341,618","Dec 04 02:02 PM",2025-12-04,14:02:00
"BVS","Proposed Sale","7.57","10,000","75,658","Dec 04 01:54 PM",2025-12-04,13:54:00
"DOV","Proposed Sale","190.87","2,630","502,000","Dec 04 01:48 PM",2025-12-04,13:48:00
"RMD","Sale","251.47","2,000","502,940","Dec 04 01:46 PM",2025-12-04,13:46:00
"CB","Sale","295.04","4,357","1,285,489","Dec 04 01:46 PM",2025-12-04,13:46:00
"OSUR","Proposed Sale","2.51","89,716","225,000","Dec 04 01:45 PM",2025-12-04,13:45:00
"MUSA","Proposed Sale","401.21","1,400","561,694","Dec 04 01:45 PM",2025-12-04,13:45:00
"BDC","Sale","120.00","2,554","306,480","Dec 04 01:19 PM",2025-12-04,13:19:00
"BDC","Sale","114.13","1,713","195,505","Dec 04 01:10 PM",2025-12-04,13:10:00
"ZGN","Proposed Sale","10.56","6,837","72,206","Dec 04 12:18 PM",2025-12-04,12:18:00
"SURG","Proposed Sale","1.70","175,966","299,142","Dec 04 12:06 PM",2025-12-04,12:06:00
"RBKB","Sale","11.08","5,046","55,919","Dec 04 11:47 AM",2025-12-04,11:47:00
"TFSL","Sale","14.13","20,000","282,600","Dec 04 11:29 AM",2025-12-04,11:29:00
"ATO","Sale","171.15","450","77,018","Dec 04 11:05 AM",2025-12-04,11:05:00
"ASB","Proposed Sale","25.71","30,489","783,722","Dec 04 11:05 AM",2025-12-04,11:05:00
"TMO","Proposed Sale","563.56","22,046","12,424,321","Dec 04 11:03 AM",2025-12-04,11:03:00
"BSRR","Sale","32.00","3,443","110,176","Dec 04 10:50 AM",2025-12-04,10:50:00
"PB","Proposed Sale","70.05","800","56,040","Dec 04 10:46 AM",2025-12-04,10:46:00
"DKL","Proposed Sale","45.86","250","11,465","Dec 04 10:26 AM",2025-12-04,10:26:00
"EYPT","Proposed Sale","15.11","9,300","140,477","Dec 04 10:24 AM",2025-12-04,10:24:00
"LOMA","Proposed Sale","12.60","4,917","61,954","Dec 04 10:20 AM",2025-12-04,10:20:00
"ETG","Sale","22.30","1,417","31,600","Dec 04 10:17 AM",2025-12-04,10:17:00
"ETO","Sale","28.98","1,053","30,521","Dec 04 10:16 AM",2025-12-04,10:16:00
"PB","Sale","70.10","500","35,051","Dec 04 10:06 AM",2025-12-04,10:06:00
"PB","Sale","70.08","600","42,045","Dec 04 10:06 AM",2025-12-04,10:06:00
"KSS","Proposed Sale","22.75","25,000","568,750","Dec 04 10:02 AM",2025-12-04,10:02:00
"RXRX","Proposed Sale","4.63","40,000","185,200","Dec 04 10:01 AM",2025-12-04,10:01:00
"CBL","Sale","33.33","5,000","166,650","Dec 04 09:59 AM",2025-12-04,09:59:00
"MOD","Sale","160.56","31,871","5,117,337","Dec 04 09:59 AM",2025-12-04,09:59:00
"APTV","Proposed Sale","77.88","14,500","1,129,260","Dec 04 09:49 AM",2025-12-04,09:49:00
"WBD","Proposed Sale","24.14","5,000","120,700","Dec 04 09:44 AM",2025-12-04,09:44:00
"SONO","Proposed Sale","19.00","12,000","228,000","Dec 04 09:42 AM",2025-12-04,09:42:00
"PGNY","Proposed Sale","24.59","530","13,033","Dec 04 09:41 AM",2025-12-04,09:41:00
