"ticker","transaction","cost_share","number_shares","total_value","datetime","date","time"
"MRVL","Proposed Sale","101.00","1,253","126,553","Dec 05 04:05 PM",2025-12-05,16:05:00
"SMTC","Sale","74.08","10,000","740,768","Dec 05 04:05 PM",2025-12-05,16:05:00
"ESTC","Proposed Sale","74.60","5,800","432,656","Dec 05 04:05 PM",2025-12-05,16:05:00
"OMCL","Sale","39.90","6,106","243,629","Dec 05 04:05 PM",2025-12-05,16:05:00
"ABNB","Sale","120.22","39,806","4,785,430","Dec 05 04:05 PM",2025-12-05,16:05:00
"ABNB","Sale","120.52","77,527","9,343,182","Dec 05 04:05 PM",2025-12-05,16:05:00
"WDC","Proposed Sale","167.30","2,474","413,900","Dec 05 04:04 PM",2025-12-05,16:04:00
"EBS","Proposed Sale","11.94","32,848","392,335","Dec 05 04:04 PM",2025-12-05,16:04:00
"BATRA","Proposed Sale","38.62","14,705","567,907","Dec 05 04:04 PM",2025-12-05,16:04:00
"BATRK","Proposed Sale","38.62","14,705","567,907","Dec 05 04:04 PM",2025-12-05,16:04:00
"ULCC","Proposed Sale","5.05","44,813","226,225","Dec 05 04:04 PM",2025-12-05,16:04:00
"JAZZ","Proposed Sale","171.20","4,660","797,783","Dec 05 04:03 PM",2025-12-05,16:03:00
"PII","Proposed Sale","67.52","4,554","307,509","Dec 05 04:03 PM",2025-12-05,16:03:00
"PAYC","Sale","165.85","2,192","363,541","Dec 05 04:03 PM",2025-12-05,16:03:00
"POST","Proposed Sale","96.69","1,658","160,304","Dec 05 04:02 PM",2025-12-05,16:02:00
"ADUS","Proposed Sale","113.60","8,837","1,003,875","Dec 05 04:02 PM",2025-12-05,16:02:00
"TMUS","Proposed Sale","210.32","1,457","306,439","Dec 05 04:02 PM",2025-12-05,16:02:00
"TLS","Sale","5.59","150,000","838,500","Dec 05 04:02 PM",2025-12-05,16:02:00
"TLS","Sale","5.58","150,000","837,000","Dec 05 04:02 PM",2025-12-05,16:02:00
"TLS","Sale","5.64","63,743","359,511","Dec 05 04:01 PM",2025-12-05,16:01:00
"TLS","Sale","5.60","11,078","62,037","Dec 05 04:01 PM",2025-12-05,16:01:00
"LC","Proposed Sale","19.47","4,780","93,067","Dec 05 04:01 PM",2025-12-05,16:01:00
"BATRA","Proposed Sale","38.53","10,705","412,464","Dec 05 04:01 PM",2025-12-05,16:01:00
"BATRK","Proposed Sale","38.53","10,705","412,464","Dec 05 04:01 PM",2025-12-05,16:01:00
"MCO","Sale","487.87","575","280,525","Dec 05 04:01 PM",2025-12-05,16:01:00
"ARWR","Proposed Sale","60.99","16,250","991,129","Dec 05 04:00 PM",2025-12-05,16:00:00
"RUN","Proposed Sale","18.11","133,256","2,412,963","Dec 05 04:00 PM",2025-12-05,16:00:00
"BJ","Proposed Sale","91.09","7,000","637,661","Dec 05 04:00 PM",2025-12-05,16:00:00
"BATRA","Proposed Sale","38.76","2,627","101,823","Dec 05 03:55 PM",2025-12-05,15:55:00
"BATRK","Proposed Sale","38.76","2,627","101,823","Dec 05 03:55 PM",2025-12-05,15:55:00
"LUCY","Proposed Sale","1.47","1,000,000","1,470,000","Dec 05 03:54 PM",2025-12-05,15:54:00
"QD","Proposed Sale","4.87","1,650,000","8,035,500","Dec 05 03:54 PM",2025-12-05,15:54:00
"ERII","Proposed Sale","14.69","15,000","220,295","Dec 05 03:52 PM",2025-12-05,15:52:00
"BATRA","Proposed Sale","38.73","21,021","814,143","Dec 05 03:45 PM",2025-12-05,15:45:00
"BATRK","Proposed Sale","38.73","21,021","814,143","Dec 05 03:45 PM",2025-12-05,15:45:00
"SNOW","Proposed Sale","230.65","50,741","11,703,629","Dec 05 03:43 PM",2025-12-05,15:43:00
"BATRA","Proposed Sale","38.65","15,571","601,819","Dec 05 03:38 PM",2025-12-05,15:38:00
"BATRK","Proposed Sale","38.65","15,571","601,819","Dec 05 03:38 PM",2025-12-05,15:38:00
"BATRA","Proposed Sale","38.73","14,946","578,859","Dec 05 03:27 PM",2025-12-05,15:27:00
"BATRK","Proposed Sale","38.73","14,946","578,859","Dec 05 03:27 PM",2025-12-05,15:27:00
"VIAV","Sale","17.50","40,238","704,165","Dec 05 03:20 PM",2025-12-05,15:20:00
"AL","Proposed Sale","64.03","18,000","1,152,529","Dec 05 03:00 PM",2025-12-05,15:00:00
"CIEN","Sale","192.61","6,800","1,309,752","Dec 05 02:57 PM",2025-12-05,14:57:00
"JLL","Sale","330.24","5,000","1,651,197","Dec 05 02:30 PM",2025-12-05,14:30:00
"JLL","Sale","330.93","5,000","1,654,668","Dec 05 02:30 PM",2025-12-05,14:30:00
"AEIS","Sale","210.33","2,257","474,715","Dec 05 02:26 PM",2025-12-05,14:26:00
"HOPE","Proposed Sale","11.00","1,867","20,537","Dec 05 02:18 PM",2025-12-05,14:18:00
"FN","Proposed Sale","482.00","500","241,000","Dec 05 02:05 PM",2025-12-05,14:05:00
"CFG","Proposed Sale","55.98","30,668","1,716,795","Dec 05 02:01 PM",2025-12-05,14:01:00
"LUV","Proposed Sale","37.36","8,085","302,056","Dec 05 01:31 PM",2025-12-05,13:31:00
"SKIN","Proposed Sale","1.61","5,000","8,074","Dec 05 01:04 PM",2025-12-05,13:04:00
"ASTS","Proposed Sale","73.76","6,000","442,544","Dec 05 12:40 PM",2025-12-05,12:40:00
"LFUS","Proposed Sale","259.08","4,454","1,153,936","Dec 05 12:07 PM",2025-12-05,12:07:00
"AEO","Proposed Sale","24.30","243,047","5,906,924","Dec 05 12:04 PM",2025-12-05,12:04:00
"NOW","Proposed Sale","850.00","415","352,750","Dec 05 12:00 PM",2025-12-05,12:00:00
"KD","Proposed Sale","26.69","6,641","177,275","Dec 05 11:47 AM",2025-12-05,11:47:00
"ETOR","Proposed Sale","43.91","2,892","127,000","Dec 05 11:40 AM",2025-12-05,11:40:00
"ETOR","Proposed Sale","43.85","1,375","60,300","Dec 05 11:40 AM",2025-12-05,11:40:00
"WAB","Sale","214.62","5,000","1,073,102","Dec 05 11:31 AM",2025-12-05,11:31:00
"WAB","Sale","214.51","2,019","433,089","Dec 05 11:29 AM",2025-12-05,11:29:00
"WWD","Sale","300.76","7,000","2,105,302","Dec 05 11:28 AM",2025-12-05,11:28:00
"LPLA","Proposed Sale","366.04","5,058","1,851,430","Dec 05 11:26 AM",2025-12-05,11:26:00
"VECO","Proposed Sale","31.98","25,000","799,494","Dec 05 11:26 AM",2025-12-05,11:26:00
"LPLA","Proposed Sale","366.04","750","274,530","Dec 05 11:26 AM",2025-12-05,11:26:00
"WWD","Sale","298.49","5,000","1,492,450","Dec 05 11:24 AM",2025-12-05,11:24:00
"FIX","Sale","996.16","1,000","996,163","Dec 05 11:09 AM",2025-12-05,11:09:00
"LOB","Proposed Sale","32.69","10,000","326,900","Dec 05 11:05 AM",2025-12-05,11:05:00
"AMSF","Proposed Sale","37.67","689","25,955","Dec 05 11:01 AM",2025-12-05,11:01:00
"AEO","Proposed Sale","24.02","136,580","3,280,675","Dec 05 10:56 AM",2025-12-05,10:56:00
"IBTA","Proposed Sale","23.54","10","235","Dec 05 10:54 AM",2025-12-05,10:54:00
"NGS","Sale","32.12","20,000","642,400","Dec 05 10:51 AM",2025-12-05,10:51:00
"BDC","Proposed Sale","120.00","1,270","152,400","Dec 05 10:51 AM",2025-12-05,10:51:00
"AMPY","Proposed Sale","5.88","10,000","58,800","Dec 05 10:48 AM",2025-12-05,10:48:00
"KLIC","Proposed Sale","50.00","30,000","1,500,000","Dec 05 10:47 AM",2025-12-05,10:47:00
"BDC","Proposed Sale","120.00","1,600","192,000","Dec 05 10:41 AM",2025-12-05,10:41:00
"FROG","Proposed Sale","64.65","173,744","11,232,243","Dec 05 10:38 AM",2025-12-05,10:38:00
"ABNB","Proposed Sale","120.40","11,539","1,389,297","Dec 05 10:37 AM",2025-12-05,10:37:00
"TER","Proposed Sale","77.25","2,129","164,465","Dec 05 10:28 AM",2025-12-05,10:28:00
"CIFR","Proposed Sale","19.30","151,286","2,919,820","Dec 05 10:18 AM",2025-12-05,10:18:00
"NCNO","Proposed Sale","24.11","7,331","176,750","Dec 05 10:13 AM",2025-12-05,10:13:00
"WBD","Proposed Sale","25.42","5,000","127,100","Dec 05 10:05 AM",2025-12-05,10:05:00
"HAL","Proposed Sale","27.89","8,854","246,938","Dec 05 10:01 AM",2025-12-05,10:01:00
"APTV","Proposed Sale","76.60","7,881","603,685","Dec 05 09:52 AM",2025-12-05,09:52:00
"TER","Proposed Sale","200.00","625","125,000","Dec 05 09:48 AM",2025-12-05,09:48:00
"ABNB","Proposed Sale","120.92","650","78,598","Dec 05 09:41 AM",2025-12-05,09:41:00
